id,class,type,location,reference,latitude,longitude
1075286,Outdoor Furniture,Drinking Fountain,Hawke Street,"Ireland Street and Spencer Street approximately 15m NW of McMahons Hotel, McMahon's Hotel, 573-579 Spencer Street, West Melbourne, 3003",-37.80725891583743, 144.94696422855037
1431736,Outdoor Furniture,Drinking Fountain,Fawkner Park,Fawkner Park,-37.83912302483119, 144.98029597307354
1431775,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.84075696240123, 144.98387194901323
1431776,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.84071402004891, 144.9839060727661
1431850,Outdoor Furniture,Picnic Setting,Victoria Green,Victoria Green,-37.82049252309743, 144.94482876157687
1431851,Outdoor Furniture,Picnic Setting,Victoria Green,Victoria Green,-37.82044257651287, 144.9447707322103
1431852,Outdoor Furniture,Picnic Setting,Victoria Green,Victoria Green,-37.820483938365975, 144.94478094523163
1431853,Outdoor Furniture,Barbeque,Victoria Green,Victoria Green,-37.82049353458204, 144.9448712214091
1431942,Outdoor Furniture,Drinking Fountain,Clayton Reserve,"27m West of Access Hardware Pty Ltd, 74-92 Gracie Street, North Melbourne, 3051",-37.79690982991827, 144.93887017448856
1442770,Outdoor Furniture,Drinking Fountain,Collins Street,"Russell Street and Swanston Street approximately 5m NW of Dior, 209 Collins Street, Melbourne, 3000",-37.815447719564624, 144.96705501075527
1442986,Outdoor Furniture,Drinking Fountain,Water Plaza,"16m NW of 34 Cumberland Street, Docklands, 3008",-37.81932147571993, 144.94249797871333
1075290,Outdoor Furniture,Drinking Fountain,Victoria Street,"Elizabeth Street and O'Connell Street approximately 15m East of El Rincon, 69 Victoria Street, Melbourne, 3000",-37.80633683559588, 144.9590744803669
1461949,Outdoor Furniture,Drinking Fountain,NewQuay Promenade,"16m East of The Sri Lounge, Ground, 116 Newquay Promenade, Docklands, 3008",-37.81607983975034, 144.93862697161046
1461969,Outdoor Furniture,Drinking Fountain,Navigation Drive,"Bourke Street and Collins Street approximately 5m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81942840031672, 144.94578822758686
1075292,Outdoor Furniture,Drinking Fountain,King Street,"Collins Street and Little Collins Street approximately 54m NE of Shop 5B, Ground, 546 Collins Street, Melbourne, 3000",-37.818037935423334, 144.9566252834487
1462422,Outdoor Furniture,Drinking Fountain,Merchant Street,"Bourke Street and Collins Street approximately 12m East of Tap 831, 829-831A Bourke Street, Docklands, 3008",-37.82000241423202, 144.9437625580217
1462451,Outdoor Furniture,Drinking Fountain,Bourke Street,"Enterprize Way and Cumberland Street approximately 6m South of Eyes On Docklands, 840 Bourke Street, Docklands, 3008",-37.81992693832316, 144.94314585668042
1075294,Outdoor Furniture,Drinking Fountain,Royal Park,"27m East of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78533232662653, 144.9534737646951
1477577,Outdoor Furniture,Drinking Fountain,NewQuay Promenade,"7m SE of Pleasure Cruising Club Inc/Boat4Hire, 84 Newquay Promenade, Docklands, 3008",-37.815558943545426, 144.93989772357784
1479845,Outdoor Furniture,Drinking Fountain,Bourke Street,"Swanston Street and Elizabeth Street approximately 12m NW of The Body Shop, Shop 7, 271-281 Bourke Street, Melbourne, 3000",-37.813703464993914, 144.96524821218875
1479864,Outdoor Furniture,Drinking Fountain,Water Plaza,"18m NE of Magic Charters Melbourne, Berth Water Plaza, 40 Victoria Harbour Promenade, Docklands, 3008",-37.8188136383738, 144.942903892035
1479870,Outdoor Furniture,Drinking Fountain,Victoria Harbour Promenade,"42m NE of 115 Merchant Street, Docklands, 3008",-37.818939263478214, 144.94348692912953
1479899,Outdoor Furniture,Drinking Fountain,Bourke Street,"Enterprize Way and Cumberland Street approximately 5m North of H&R Block, 831C Bourke Street, Docklands, 3008",-37.82006369883412, 144.94335006764553
1486202,Outdoor Furniture,Drinking Fountain,The Gauge Site,"4m North of Woolworths Victoria Harbour, 65 Merchant Street, Docklands, 3008",-37.82051269611414, 144.94396083541395
1486733,Outdoor Furniture,Drinking Fountain,Batmans Hill Drive,"Bourke Street and Collins Street approximately 15m North of Chilli India, 79 Batmans Hill Drive, Docklands, 3008",-37.81884561014748, 144.94837757274016
1489629,Outdoor Furniture,Drinking Fountain,Intersection of Flinders Street and Queens Bridge,"47m South of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.82018203006011, 144.96060794598628
1491172,Outdoor Furniture,Barbeque,Royal Park,Royal Park,-37.785452334972696, 144.94618801740162
1491181,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.785532180288115, 144.94619841091426
1491186,Outdoor Furniture,Picnic Setting,Royal Park,"63m North of City of Melbourne, Ross Straw Field Pavilion, Royal Park, Oak Street, Parkville, 3052",-37.782997523880276, 144.9442300801553
1491187,Outdoor Furniture,Picnic Setting,Royal Park,"51m North of City of Melbourne, Ross Straw Field Pavilion, Royal Park, Oak Street, Parkville, 3052",-37.783100227425216, 144.9442438120722
1075295,Outdoor Furniture,Drinking Fountain,Intersection of Wellington Parade and Powlett Street,"33m South of Suite 1, Ground, 1 Powlett Street, East Melbourne, 3002",-37.81649090115357, 144.98515748991457
1491386,Outdoor Furniture,Drinking Fountain,Harbour Esplanade,"Bourke Street and La Trobe Street approximately 49m East of Berth 7, 161 Harbour Esplanade, Docklands, 3008",-37.816008130348806, 144.94552203541383
1494754,Outdoor Furniture,Drinking Fountain,Swanston Street,"Little Lonsdale Street and La Trobe Street approximately 8m NE of CrossCulture Church Of Christ Inc, Church Of Christ, 329-333 Swanston Street, Melbourne, 3000",-37.810438177722986, 144.96409803572945
1494767,Outdoor Furniture,Drinking Fountain,Swanston Street,"Little Lonsdale Street and La Trobe Street approximately 22m West of Chocolateria San Churro QV, 251-255 Little Lonsdale Street, Melbourne, 3000",-37.81047950700537, 144.96434622822136
1503054,Outdoor Furniture,Drinking Fountain,Grant Street Reserve,"38m NE of CitiPower Pty Ltd, Electres 4542PR, 75 Dodds Street, Southbank, 3006",-37.826019122772884, 144.96821302911962
1503105,Outdoor Furniture,Drinking Fountain,Docklands Drive,"Pearl River Road and Docklands Drive approximately 29m NE of 32 Wattle Road, Docklands, 3008",-37.81515985140142, 144.93712549711364
1503113,Outdoor Furniture,Drinking Fountain,Caravel Lane,"Rakaia Way and Aquitania Way approximately 23m NW of Newquay Dental Cosmetics, 15-19 Aquitania Way, Docklands, 3008",-37.81378184056998, 144.94225864282328
1507386,Outdoor Furniture,Drinking Fountain,Spring Street,"Collins Street and Little Collins Street approximately 19m NE of Returned Services League Of Aust (Vic Branch) Inc, Bmt, Gnd & Level 1-3 & 5, 4-6 Collins Street, Melbourne, 3000",-37.81319698844885, 144.97374469190206
1507605,Outdoor Furniture,Drinking Fountain,Harbour Esplanade,"Bourke Street and La Trobe Street approximately 8m SW of Bendigo And Adelaide Bank Limited, Ground, Level 1, Pt Lvl 4 & Lvls 2-6 & 7-8, 120 Harbour Esplanade, Docklands, 3008",-37.81767138974231, 144.9462535088493
1507869,Outdoor Furniture,Drinking Fountain,Flinders Street,"Russell Street and Swanston Street approximately 11m East of Movida Next Door, Shop 3-4, 164 Flinders Street, Melbourne, 3000",-37.81678974689995, 144.96933696934119
1075303,Outdoor Furniture,Drinking Fountain,Franklin Street,"Swanston Street and Elizabeth Street approximately 23m SW of Department of Justice and Community Safety, Ground,Mezzanine & Levels 1-16, 50 Franklin Street, Melbourne, 3000",-37.807863918393416, 144.96107434937468
1510287,Outdoor Furniture,Drinking Fountain,Lonsdale Street,"King Street and Spencer Street approximately 25m West of CitiPower Pty Ltd, Substation, 651-669 Lonsdale Street, Melbourne, 3000",-37.815185695578855, 144.95257756009232
1510288,Outdoor Furniture,Drinking Fountain,La Trobe Street,"Elizabeth Street and Queen Street approximately 4m SW of Core Realty Pty Ltd, 284 La Trobe Street, Melbourne, 3000",-37.81027785022815, 144.9610923413044
1510291,Outdoor Furniture,Drinking Fountain,Russell Street,"Flinders Lane and Collins Street approximately 33m SW of Louis Vuitton, Gnd & Flr1, 139 Collins Street, Melbourne, 3000",-37.81506309138495, 144.96899203807533
1510292,Outdoor Furniture,Drinking Fountain,Spring Street,"Little Bourke Street and Lonsdale Street approximately 3m NE of Holmes Colleges Australia Pty Ltd, 185 Spring Street, Melbourne, 3000",-37.81033905955521, 144.9724239787079
1075310,Outdoor Furniture,Drinking Fountain,Queen Victoria Market,"6m SE of Market Lane Coffee, 83-85 Victoria Street, Melbourne, 3000",-37.80626983275522, 144.95806339729006
1510897,Outdoor Furniture,Barbeque,Victoria Green,"23m West of 66 Geographe Street, Docklands, 3008",-37.82054853245266, 144.945321953656
1075314,Outdoor Furniture,Drinking Fountain,Intersection of Victoria Street and Cobden Street,"3m North of Market Lane Cafe, 133-135 Victoria Street, Melbourne, 3000",-37.806116903955164, 144.9571333967204
1511454,Outdoor Furniture,Drinking Fountain,Peel Street,"Dudley Street and Victoria Street approximately 10m West of Market Kebab Cafe, Stall 24, Shed F, Queen Victoria Market, 66 Peel Street, Melbourne, 3000",-37.807115639803214, 144.95593164435638
1511455,Outdoor Furniture,Drinking Fountain,Queen Victoria Market,"11m NE of Queen Victoria Market Information, Stall 1, Shed F, Queen Victoria Market, 66 Peel Street, Melbourne, 3000",-37.80726039782801, 144.95788106825034
1511456,Outdoor Furniture,Drinking Fountain,Franklin Street,"Victoria Street and Swanston Street approximately 59m East of Poolhouse Coffee, 6 Franklin Street, Melbourne, 3000",-37.807299202453336, 144.9638063589646
1511731,Outdoor Furniture,Picnic Setting,J J Holland Park,"67m South of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",-37.79745298703066, 144.92327247199373
1511732,Outdoor Furniture,Picnic Setting,J J Holland Park,"77m SE of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",-37.797509540805144, 144.923454187379
1511733,Outdoor Furniture,Barbeque,J J Holland Park,"68m South of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",-37.79744246261081, 144.9233706625667
1075315,Outdoor Furniture,Drinking Fountain,Victoria Street,"Cobden Street and Peel Street approximately 5m NW of Folia House, 155 Victoria Street, Melbourne, 3000",-37.8060370483463, 144.95639004511094
1511751,Outdoor Furniture,Drinking Fountain,J J Holland Park,"73m SE of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",-37.79745516285821, 144.92349296059965
1075318,Outdoor Furniture,Drinking Fountain,Flinders Street,"Spring Street and Exhibition Street approximately 26m SE of Robata, 72 Flinders Street, Melbourne, 3000",-37.81601000604859, 144.97270242239682
1075319,Outdoor Furniture,Drinking Fountain,Lygon Street,"Grattan Street and Faraday Street approximately 6m East of ANZ, Ground, 205 Lygon Street, Carlton, 3053",-37.80056485451508, 144.9668454274885
1514397,Outdoor Furniture,Drinking Fountain,Docklands Drive,"Waterfront Way and Pearl River Road approximately 28m West of NewQuay Central Park, NewQuay Central Park, 429-437 Docklands Drive, Docklands, 3008",-37.814695182979264, 144.93847737611912
1514890,Outdoor Furniture,Drinking Fountain,Collins Street,"Harbour Esplanade and Navigation Drive approximately 44m East of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",-37.82120300569749, 144.9464400812558
1515389,Outdoor Furniture,Drinking Fountain,Fawkner Park,"64m SE of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",-37.843405472059246, 144.9823703451879
1515394,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.843236383085156, 144.97967317323491
1515395,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.83919264989558, 144.98056179393186
1515393,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.84319139258992, 144.9796981517122
1515986,Outdoor Furniture,Picnic Setting,Liddy Street Reserve,"19m NE of 1 Liddy Walk, Kensington, 3031",-37.79008903483099, 144.9257157493847
1516263,Outdoor Furniture,Drinking Fountain,Boyd Community Hub,"50m SW of Central Equity Limited, Ground, 205 City Road, Southbank, 3006",-37.82553356070186, 144.96099800648864
1519509,Outdoor Furniture,Barbeque,Alexandra Park,"34m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.82444422516884, 144.97780235114126
1519510,Outdoor Furniture,Barbeque,Alexandra Park,"11m North of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.824622419369724, 144.97794586267926
1519513,Outdoor Furniture,Picnic Setting,Alexandra Park,"79m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.82410648224061, 144.97750959498103
1075320,Outdoor Furniture,Drinking Fountain,Lygon Street,"Faraday Street and Elgin Street approximately 15m West of 390 Lygon Street, Carlton, 3053",-37.79775185327968, 144.96744736482998
1529766,Outdoor Furniture,Drinking Fountain,Swanston Street,"Bourke Street and Little Bourke Street approximately 7m SW of 7-Eleven, 222 Swanston Street, Melbourne, 3000",-37.812710697465654, 144.96535589295792
1075324,Outdoor Furniture,Drinking Fountain,Lygon Street,"Lytton Street and Princes Street approximately 7m SW of Suite 2, 594 Lygon Street, Carlton, 3053",-37.79275280598382, 144.96844335889637
1530463,Outdoor Furniture,Drinking Fountain,MacArthur Street,"Cathedral Place and St Andrews Place approximately 24m NW of Burston Reserve, 1-33 Parliament Place, East Melbourne, 3002",-37.811184402608355, 144.9751861982011
1075325,Outdoor Furniture,Drinking Fountain,Collins Street,"King Street and Spencer Street approximately 13m NE of Batman's Hill On Collins, 623 Collins Street, Melbourne, 3000",-37.81906773607154, 144.95451978482612
1075326,Outdoor Furniture,Drinking Fountain,Alexandra Avenue,Swan Street Bridge and Anderson Street,-37.82842091627398, 144.98460191449672
1547883,Outdoor Furniture,Drinking Fountain,Harbour Esplanade,"Bourke Street and La Trobe Street approximately 7m West of 102-104 Harbour Esplanade, Docklands, 3008",-37.81841607031649, 144.94658139539987
1548087,Outdoor Furniture,Drinking Fountain,Collins Street,"Navigation Drive and Merchant Street approximately 5m SE of Le-Nguyen Pho & Bakery Cafe, 818-822 Collins Street, Docklands, 3008",-37.8213916576197, 144.94536775680646
1548747,Outdoor Furniture,Drinking Fountain,Bellair Street,"Macaulay Road and Wight Street approximately 5m NE of The Flowershop Kensington, 204 Bellair Street, Kensington, 3031",-37.79431438564634, 144.9302959180467
1550139,Outdoor Furniture,Drinking Fountain,Liddy Street Reserve,"22m NE of 1 Liddy Walk, Kensington, 3031",-37.79009686226306, 144.9257559567742
1551573,Outdoor Furniture,Drinking Fountain,Warun Biik Park,"43m SW of 32 Derby Street, Kensington, 3031",-37.79622591094481, 144.92675323715673
1551577,Outdoor Furniture,Barbeque,Warun Biik Park,"51m SW of 30 Derby Street, Kensington, 3031",-37.79622323577933, 144.9266473544793
1551578,Outdoor Furniture,Picnic Setting,Warun Biik Park,"55m SW of 30 Derby Street, Kensington, 3031",-37.79622716643016, 144.92659420905596
1551579,Outdoor Furniture,Picnic Setting,Warun Biik Park,"51m SW of 28 Derby Street, Kensington, 3031",-37.79615689594815, 144.9265800474665
1551961,Outdoor Furniture,Drinking Fountain,Victoria Green,"18m SW of Caffe Bambino Docklands, 1 Buckley Walk, Docklands, 3008",-37.82012801999004, 144.94484546150136
1552207,Outdoor Furniture,Drinking Fountain,North Melbourne Community Centre,"57m North of 39 Mark Street, North Melbourne, 3051",-37.79337819173264, 144.94004830856508
1552506,Outdoor Furniture,Barbeque,Water Plaza,"4m North of Magic Charters Melbourne, Berth Water Plaza, 40 Victoria Harbour Promenade, Docklands, 3008",-37.81889052008494, 144.94275498440427
1556985,Outdoor Furniture,Drinking Fountain,Station Street Park,Station Street Park,-37.79735923804568, 144.97398629700336
1557648,Outdoor Furniture,Picnic Setting,Galada Avenue Reserve,"47m West of 32 Bunjil Way, Parkville, 3052",-37.77938885666665, 144.93978468353518
1560232,Outdoor Furniture,Drinking Fountain,William Street,"Little Lonsdale Street and La Trobe Street approximately 4m West of Working Heritage Incorporated, Southern Guardhouse, Former Royal Mint, 280 William Street, Melbourne, 3000",-37.81262231879966, 144.95695726799045
1569664,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.782196118372475, 144.94917776711765
1569665,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78230284760091, 144.94908114185958
1569666,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78227106811492, 144.94888115848102
1569715,Outdoor Furniture,Picnic Setting,Flagstaff Gardens,"55m North of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.80945165237631, 144.9549602290813
1569757,Outdoor Furniture,Picnic Setting,Powlett Reserve,"41m SE of The East Melbourne Group Inc, 152 Powlett Street, East Melbourne, 3002",-37.81112472341439, 144.98670019962398
1569759,Outdoor Furniture,Picnic Setting,Powlett Reserve,"36m SE of The East Melbourne Group Inc, 152 Powlett Street, East Melbourne, 3002",-37.81124889127986, 144.98647271255604
1572009,Outdoor Furniture,Drinking Fountain,Swanston Street,"A'Beckett Street and Franklin Street approximately 15m South of RMIT University (City Campus), Gnd,  Pt 1, 3 ,4 & Level 2 , 5-14 Building 14, 414-418 Swanston Street, Melbourne, 3000",-37.80774274876369, 144.96308654177773
1572354,Outdoor Furniture,Drinking Fountain,Flinders Street,"Swanston Street and Elizabeth Street approximately 2m NW of Lot 904, 221 Flinders Street, Melbourne, 3000",-37.81775113289117, 144.9668727624917
1572368,Outdoor Furniture,Drinking Fountain,Bourke Street,"Swanston Street and Elizabeth Street approximately 20m NW of Australia And New Zealand Banking Group Limited, 335 Bourke Street, Melbourne, 3000",-37.814022713257685, 144.96377589639772
1572823,Outdoor Furniture,Drinking Fountain,Bourke Street,"Russell Street and Swanston Street approximately 15m West of Ground, 231-233 Bourke Street, Melbourne, 3000",-37.81331469375451, 144.9666513135716
1572824,Outdoor Furniture,Drinking Fountain,Bourke Street,"Exhibition Street and Russell Street approximately 3m South of McDonalds, Basement & Part Ground, 168 Bourke Street, Melbourne, 3000",-37.81261776692698, 144.9683505786709
1572825,Outdoor Furniture,Drinking Fountain,Bourke Street,"Spring Street and Exhibition Street approximately 6m South of Hill Of Content Bookshop, 86 Bourke Street, Melbourne, 3000",-37.81191194838843, 144.97076931535327
1572828,Outdoor Furniture,Drinking Fountain,Lonsdale Street,"Swanston Street and Elizabeth Street approximately 30m North of Australia Post, 260 Elizabeth Street, Melbourne, 3000",-37.812116364293914, 144.96242655579448
1572839,Outdoor Furniture,Drinking Fountain,Bourke Street,"Queen Street and William Street approximately 36m SE of Ab's Barber Shop, Ground, 162 William Street, Melbourne, 3000",-37.81553989313365, 144.95836642425357
1573396,Outdoor Furniture,Drinking Fountain,Swanston Street,"Little Bourke Street and Lonsdale Street approximately 7m SW of Emperor Nutrition, 236 Swanston Street, Melbourne, 3000",-37.81237811232576, 144.96521212904446
1573397,Outdoor Furniture,Drinking Fountain,Swanston Street,"Little Collins Street and Bourke Street approximately 7m NW of 134 Swanston Street, Melbourne, 3000",-37.81437201868546, 144.96613327636365
1575328,Outdoor Furniture,Drinking Fountain,Collins Street,"Swanston Street and Elizabeth Street approximately 9m NE of Tiffany & Co., Gnd, Mezzanine & Lvl 1, 267 Collins Street, Melbourne, 3000",-37.81600551227767, 144.9651330881475
1575338,Outdoor Furniture,Drinking Fountain,Russell Street,"Little Bourke Street and Lonsdale Street approximately 11m East of Stalactites Restaurant, 177-183 Lonsdale Street, Melbourne, 3000",-37.811050947085775, 144.96714245008525
1576182,Outdoor Furniture,Drinking Fountain,Spring Street,"Collins Street and Little Collins Street approximately 6m NW of Gordon Reserve, 74-108 Spring Street, East Melbourne, 3002",-37.81243580767888, 144.97368439844223
1578242,Outdoor Furniture,Drinking Fountain,River Esplanade,"Mills Place and Riggers Place approximately 41m North of 50 South Wharf Drive, Docklands, 3008",-37.822177747738806, 144.93826895163244
1579098,Outdoor Furniture,Drinking Fountain,South Wharf Drive,"Lorimer Street and Point Park Crescent approximately 5m West of Urban Hub, 4 South Wharf Drive, Docklands, 3008",-37.82340947086067, 144.94065316721642
1579598,Outdoor Furniture,Drinking Fountain,Royal Parade,"Bayles Street and Degraves Street approximately 9m East of 107 Royal Parade, Parkville, 3052",-37.793822787803755, 144.958038101861
1579958,Outdoor Furniture,Drinking Fountain,Fitzroy Gardens,"43m South of Cooks' Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.8148665286666, 144.979341237583
1579966,Outdoor Furniture,Drinking Fountain,Fitzroy Gardens,"43m NW of City of Melbourne, Nursery & Depot, Fitzroy Gardens, 264 Wellington Parade, East Melbourne, 3002",-37.81536210793982, 144.97970486535712
1586948,Outdoor Furniture,Drinking Fountain,Newmarket Reserve,"43m North of Lynchs Bridge Historic Precinct, Lynchs Bridge Historic Precinct, 1A Smithfield Road, Kensington, 3031",-37.78784948378831, 144.92456233354102
1586949,Outdoor Furniture,Picnic Setting,Newmarket Reserve,"51m East of 516-550 Epsom Road, Flemington, 3031",-37.787682128387715, 144.92190952902817
1586950,Outdoor Furniture,Picnic Setting,Newmarket Reserve,"42m NW of Lynchs Bridge Historic Precinct, Lynchs Bridge Historic Precinct, 1A Smithfield Road, Kensington, 3031",-37.78796738858408, 144.92429309174094
1586965,Outdoor Furniture,Drinking Fountain,Bourke Street,"Queen Street and William Street approximately 27m South of Namoo, Ground, 163 Queen Street, Melbourne, 3000",-37.814969228345504, 144.96035042039261
1588685,Outdoor Furniture,Drinking Fountain,Palmyra Way,"Harbour Esplanade and Aquitania Way approximately 14m NW of 227 Harbour Esplanade, Docklands, 3008",-37.81337112781817, 144.94357125504956
1589222,Outdoor Furniture,Barbeque,Royal Park,"49m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",-37.79551100378923, 144.9519166390474
1589226,Outdoor Furniture,Drinking Fountain,Royal Park,"51m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",-37.79542994425931, 144.95202812794676
1589227,Outdoor Furniture,Drinking Fountain,Royal Park,"70m NE of Tenancy 4, Ground, 48 Flemington Road, Parkville, 3052",-37.795118666338084, 144.95091878885694
1589228,Outdoor Furniture,Picnic Setting,Royal Park,"86m NE of Tenancy 4, Ground, 48 Flemington Road, Parkville, 3052",-37.79502849117693, 144.95106051125185
1589229,Outdoor Furniture,Picnic Setting,Royal Park,"80m NE of Tenancy 4, Ground, 48 Flemington Road, Parkville, 3052",-37.795090189469946, 144.95102757614495
1589230,Outdoor Furniture,Picnic Setting,Royal Park,"45m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",-37.795546989616135, 144.95192348121543
1589231,Outdoor Furniture,Picnic Setting,Royal Park,"52m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",-37.79547599174694, 144.9519139719226
1589232,Outdoor Furniture,Picnic Setting,Royal Park,"57m North of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",-37.795351635602806, 144.9520957043351
1589362,Outdoor Furniture,Drinking Fountain,Fitzroy Gardens,"81m SW of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.814436444048496, 144.97774297882825
1589363,Outdoor Furniture,Drinking Fountain,Treasury Gardens,Treasury Gardens,-37.81437973339851, 144.97601583515225
1589364,Outdoor Furniture,Drinking Fountain,Treasury Gardens,"45m South of Department Of Premier And Cabinet, Department of Premier & Cabinet, 1 Treasury Place, East Melbourne, 3002",-37.813705889407565, 144.9749027278744
1589365,Outdoor Furniture,Drinking Fountain,Carlton Gardens South,"57m NE of Elite Myotherapy, 69 Rathdowne Street, Carlton, 3053",-37.80530265416531, 144.96955831322754
1589366,Outdoor Furniture,Drinking Fountain,Carlton Gardens North,Carlton Gardens North,-37.80218636204077, 144.97111015985016
1589748,Outdoor Furniture,Drinking Fountain,Reeves Street Park,Reeves Street Park,-37.79376491305337, 144.97024082502696
1589756,Outdoor Furniture,Picnic Setting,Reeves Street Park,Reeves Street Park,-37.79356379826714, 144.97046209933077
1589757,Outdoor Furniture,Picnic Setting,Reeves Street Park,Reeves Street Park,-37.79368997783701, 144.97025900194856
1589758,Outdoor Furniture,Picnic Setting,Reeves Street Park,Reeves Street Park,-37.79373942764883, 144.97023663932197
1589910,Outdoor Furniture,Drinking Fountain,Kings Domain South,"78m NW of Royal Botanic Gardens Melbourne, Herbarium, Royal Botanic Gardens Victoria, Birdwood Avenue, Melbourne, 3004",-37.830658429920206, 144.97605393970306
1589911,Outdoor Furniture,Drinking Fountain,Kings Domain,Kings Domain,-37.82469655350015, 144.9721174141578
1589912,Outdoor Furniture,Drinking Fountain,Kings Domain,"87m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.82435043745128, 144.9771113193355
1589913,Outdoor Furniture,Drinking Fountain,Poplar Road,"Oak Street and Upfield Railway approximately 77m NW of Royal Park Railway Station, Poplar Road, Parkville, 3052",-37.78073096453612, 144.95108741208116
1589914,Outdoor Furniture,Drinking Fountain,Royal Park,"76m East of Trin Warren Tam-boore Wetland, Rear, 1-69 Oak Street, Parkville, 3052",-37.78297956185507, 144.9418702885437
1589915,Outdoor Furniture,Drinking Fountain,Flagstaff Gardens,"86m NW of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.809316361164214, 144.95453335359068
1589916,Outdoor Furniture,Drinking Fountain,Flagstaff Gardens,"86m SW of Flagstaff Lodge, Flagstaff Lodge, Flagstaff Gardens, 309 William Street, West Melbourne, 3003",-37.811441273333834, 144.95511626726946
1589917,Outdoor Furniture,Drinking Fountain,Lincoln Square,Lincoln Square,-37.802215372127485, 144.96301319081624
1589918,Outdoor Furniture,Drinking Fountain,Batman Park,"58m SE of 32 Rebecca Walk, Melbourne, 3000",-37.82186723614085, 144.9572554993872
1589919,Outdoor Furniture,Drinking Fountain,Enterprize Park,"71m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",-37.82024273028081, 144.95962780503942
1589920,Outdoor Furniture,Drinking Fountain,Point Park,"37m NE of 5 Point Park Crescent, Docklands, 3008",-37.82317712092532, 144.94186784766944
1589921,Outdoor Furniture,Drinking Fountain,Fitzroy Gardens,"48m NE of The Pavilion, The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81276680167682, 144.9815543655956
1589922,Outdoor Furniture,Drinking Fountain,Birrarung Marr,"29m NW of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81818027452629, 144.97128244641144
1589923,Outdoor Furniture,Drinking Fountain,Eades Park,Eades Park,-37.807152962975586, 144.95128617901676
1589924,Outdoor Furniture,Drinking Fountain,La Trobe Street,"Queen Street and Wills Street approximately 54m SW of Shuxiang Hot Pot, Ground, 360 La Trobe Street, Melbourne, 3000",-37.811005097961136, 144.95862163735288
1589925,Outdoor Furniture,Drinking Fountain,Grattan Street,"Swanston Street and Bouverie Street approximately 27m East of Teaser Carlton, 163 Grattan Street, Carlton, 3053",-37.800491981075275, 144.96374391208968
1590029,Outdoor Furniture,Drinking Fountain,Elgin Street,"Lygon Street and Cardigan Street approximately 5m SW of PTA Consulting Pt Ltd, 208 Elgin Street, Carlton, 3053",-37.797011044237784, 144.96719442537855
1590042,Outdoor Furniture,Drinking Fountain,Clayton Reserve,"22m East of Core Auto Electrical Services Pty Ltd, 13 Boundary Road, North Melbourne, 3051",-37.79581789599728, 144.93892278396697
1591436,Outdoor Furniture,Drinking Fountain,Swanston Street,"Queensberry Street and Lincoln Square South approximately 10m South of 526 Swanston Street, Carlton, 3053",-37.80443768421831, 144.96343052616893
1596513,Outdoor Furniture,Picnic Setting,Flagstaff Gardens,"36m North of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.809617298759704, 144.95501790459758
