furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1119059,Seat - Straight Seat - Wooden Battens - Type 2 - Bellair Street Reserve,Outdoor Furniture,Seat,"Craigieburn Railway approximately 26m East of 218 Bellair Street, Kensington, 3031",-37.79491117285864, 144.93073351993237
1119061,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.78543080512326, 144.95431813365408
1119064,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 63m West of Ikon Park, Antenna Ikon Park, Royal Parade, Carlton North, 3054",-37.783586758241974, 144.9599262292777
1119066,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 19m SE of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.793164164478014, 144.94737741498557
1119069,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 73m SE of 132B Kensington Road, Kensington, 3031",-37.79824807500628, 144.9217492696132
1119070,Seat - Straight Seat - Wooden Battens - Type 2 - Canning Street Reserve,Outdoor Furniture,Seat,"Canning & Neill Street Reserve approximately 25m NW of 19 Neill Street, Carlton, 3053",-37.793314885596594, 144.97377983371123
1119071,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 64m East of Quality Hotel Carlton, 419-443 Royal Parade, Parkville, 3052",-37.78308771417258, 144.95998514373952
1119072,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 48m South of Southern Sports Pavilion, Southern Sports Pavilion, Princes Park, 240 Royal Parade, Carlton North, 3054",-37.788651279073505, 144.9593947245884
1119073,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78133837995505, 144.96242369004614
1119076,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 20m East of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.793084947912234, 144.94744445138087
1119077,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 60m NE of 283 Flemington Road, North Melbourne, 3051",-37.791820495694985, 144.9456916702543
1119078,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 60m NE of 267 Flemington Road, North Melbourne, 3051",-37.79256387310295, 144.94662680993713
1119081,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 73m SE of 89 Oak Street, Parkville, 3052",-37.782135236938544, 144.94243180114722
1119083,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.780365932996375, 144.9617423427296
1119084,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78112867635932, 144.9625018900449
1119087,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.7844590798266, 144.9545732761281
1119088,Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Outdoor Furniture,Seat,"Clayton Reserve approximately 47m West of Correct Accident Repairs, 183-199 Macaulay Road, North Melbourne, 3051",-37.79652496340927, 144.93950503695513
1119089,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 26m West of 135 Ormond Street, Kensington, 3031",-37.79916463067956, 144.9260211015925
1119090,Seat - Straight Seat - Wooden Battens - Type 2 - Peppercorn Park,Outdoor Furniture,Seat,"Peppercorn Park approximately 26m SE of 26 Peppercorn Walk, Kensington, 3031",-37.792617399312725, 144.92254777658977
1119091,Seat - Wooden Bench - Womens Peace Garden,Outdoor Furniture,Seat,Womens Peace Garden,-37.79111802598712, 144.92437741386735
1119094,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 60m NW of Parkview, 123 Ormond Street, Kensington, 3031",-37.79850193117212, 144.9264317949995
1119095,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 21m NW of 125 Ormond Street, Kensington, 3031",-37.79885072209773, 144.92655673536467
1075237,Drinking Fountain - Ornamental Drinking Fountain - Errol St North Melbourne,Outdoor Furniture,Drinking Fountain,"Errol Street between Victoria Street and Queensberry Street approximately 3m NW of Australian Postal Corporation, Ground, 72-82 Errol Street, North Melbourne, 3051",-37.80333644461803, 144.94973046402842
1118621,Litter Bin - Steel 80 L Recycling Bin - Carlton Gardens South,Outdoor Furniture,Litter Bin,Carlton Gardens South,-37.80706085420293, 144.97084453659224
1119096,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 48m NW of 135 Ormond Street, Kensington, 3031",-37.79894558599045, 144.92590514022996
1119098,Seat - Straight Seat - Wooden Battens - Type 2 - Bayswater Road Park,Outdoor Furniture,Seat,Bayswater Road Park,-37.79370229322023, 144.92371637858764
1119100,Seat - Simple Wooden Bench - Womens Peace Garden,Outdoor Furniture,Seat,"Womens Peace Garden approximately 26m SE of 34 Coopers Lane, Kensington, 3031",-37.79128262915998, 144.92351112315188
1119101,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.779919476437485, 144.9622208108351
1119102,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 82m SE of 303 Royal Parade, Parkville, 3052",-37.78684108554011, 144.95960304155568
1119105,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78081531187302, 144.96245361011773
1119107,Seat - Straight Seat - Wooden Battens - Type 2 - Canning Street Reserve,Outdoor Furniture,Seat,Canning & Neill Street Reserve,-37.793252210093094, 144.97403921986347
1119109,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,Argyle Square,-37.80293598136597, 144.96601784379035
1119110,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,"Lincoln Square approximately 32m North of Save The Children Australia, Ground, Level 1-2 & Part Level 3, 33 Lincoln Square South, Carlton, 3053",-37.802968190670654, 144.96252729339182
1119112,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 28m East of 87B Manningham Street, Parkville, 3052",-37.785131340584726, 144.9419189181927
1119113,Seat - Straight Seat - Wooden Battens - Type 2 - Canning & Palmerston St Reserve,Outdoor Furniture,Seat,Canning & Palmerston Street Reserve,-37.796320025771756, 144.97290388732222
1119114,Seat - Straight Seat - Wooden Battens - Type 2 - Canning & Palmerston St Reserve,Outdoor Furniture,Seat,Canning & Palmerston Street Reserve,-37.79633957530099, 144.97287212187433
1119115,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 60m NE of 295 Flemington Road, North Melbourne, 3051",-37.79158484986524, 144.9453927218679
1119116,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 40m NW of Parkview, 123 Ormond Street, Kensington, 3031",-37.79864385643505, 144.92656944793197
1119117,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 40m NW of 135 Ormond Street, Kensington, 3031",-37.79900513099837, 144.92596014634
1119118,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 49m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79773510876579, 144.92610344744057
1119120,Seat - Straight Seat - Wooden Battens - Type 2 - Bayswater Road Park,Outdoor Furniture,Seat,"Bayswater Road Park approximately 15m East of Unit 1, 57 Bayswater Road, Kensington, 3031",-37.79372402159117, 144.92342561797832
1119121,Seat - Straight Seat - Wooden Battens - Type 2 - Bayswater Road Park,Outdoor Furniture,Seat,Bayswater Road Park,-37.793774507497574, 144.9237436559364
1119123,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 83m SE of Carlton Cricket Club Inc, Northern Sports Pavilion, Princes Park, 360 Royal Parade, Carlton North, 3054",-37.785723201356014, 144.9603434826112
1119124,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 61m NE of 331 Flemington Road, North Melbourne, 3051",-37.790918172058625, 144.9445671090712
1119128,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.787073801596705, 144.95315444219972
1119129,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.786604065771044, 144.95317796398538
1119130,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 24m East of Ahaura, 25 Southgate Street, Parkville, 3052",-37.788685071443574, 144.9431381258366
1119131,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 62m NW of 133 Ormond Street, Kensington, 3031",-37.798747923137434, 144.9259542804182
1119132,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 99m NW of 125 Ormond Street, Kensington, 3031",-37.798280344867024, 144.92605378587976
1119133,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.789083826469906, 144.96056426213545
1119135,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 72m East of The University of Melbourne, 207-215 Royal Parade, Parkville, 3052",-37.78916359582749, 144.9593269181287
1119139,Seat - Straight Seat - Wooden Battens - Type 2 - Bayswater Road Park,Outdoor Furniture,Seat,"Bayswater Road Park approximately 11m NE of Unit 2, 57 Bayswater Road, Kensington, 3031",-37.793916074358485, 144.9236358960526
1119140,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 61m NE of Sanctuary/St Germaine Foundation, 347-349 Flemington Road, North Melbourne, 3051",-37.790608251668374, 144.9441743834171
1119141,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 27m NW of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.792871921101764, 144.94700563973916
1119143,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.78666887083079, 144.95314744712545
1119144,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,Lincoln Square,-37.802532191654315, 144.9622975843925
1119147,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 45m NE of Ievers Reserve, 42 Flemington Road, Parkville, 3052",-37.79657606276632, 144.9523495559194
1119148,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 22m NW of 133 Ormond Street, Kensington, 3031",-37.79903581975918, 144.92623412905576
1119149,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 49m SW of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79764133003382, 144.9255578748024
1119150,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 86m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.798069778912186, 144.9261275898587
1119151,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 90m South of Kensington Maternal & Child Health Centre, Maternal & Child Health Centre, 81A Altona Street, Kensington, 3031",-37.79790024520962, 144.9252053815743
1119152,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,"Lincoln Square approximately 31m North of Bar Holiday, 19-21 Lincoln Square South, Carlton, 3053",-37.803009940514734, 144.96290901565283
1119154,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,Lincoln Square,-37.80273314347271, 144.9627084345781
1119155,Seat - Straight Seat - Wooden Battens - Type 2 - Pleasance Gardens,Outdoor Furniture,Seat,Pleasance Gardens,-37.796330099163306, 144.94586894726206
1119157,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 69m NW of Colac House, 29 Park Drive, Parkville, 3052",-37.79643756095574, 144.95266625812394
1119158,Seat - Straight Seat - Wooden Battens - Type 2 - Bedford Street Reserve,Outdoor Furniture,Seat,Bedford Street Reserve,-37.80291176444049, 144.95554350210972
1119159,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78336447320872, 144.96349534365075
1119160,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78902445197663, 144.96095016814206
1119162,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78338108905586, 144.963466046505
1119163,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78121613887302, 144.96175463921548
1119164,Seat - Straight Seat - Wooden Battens - Type 2 - Peppercorn Park,Outdoor Furniture,Seat,"Peppercorn Park approximately 20m SE of 22 Peppercorn Walk, Kensington, 3031",-37.792473853915375, 144.92267614641682
1119165,Seat - Straight Seat - Wooden Battens - Type 2 - Rogans Lane (KENSINGTON),Outdoor Furniture,Seat,"Council Reserve approximately 8m NE of 21 Woodruff Street, Kensington, 3031",-37.79198041583702, 144.92294434153433
1075239,Drinking Fountain - Duke & Duchess of York Memorial Drinking Fountain,Outdoor Furniture,Drinking Fountain,"Elizabeth Street between Therry Street and Victoria Street approximately 13m West of 512A-512B Elizabeth Street, Melbourne, 3000",-37.80663190787703, 144.95991334440367
1119166,Seat - Straight Seat - Wooden Battens - Type 2 - Rogans Lane (KENSINGTON),Outdoor Furniture,Seat,"Rogan Lane from Woodruff Street approximately 15m SE of 25 Rogan Lane, Kensington, 3031",-37.791815502587276, 144.92331235078584
1119168,Seat - Straight Seat - Wooden Battens - Type 2 - Womens Peace Garden,Outdoor Furniture,Seat,"Womens Peace Garden approximately 60m SE of 30 Coopers Lane, Kensington, 3031",-37.79144500470216, 144.92388847606986
1119169,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,Lincoln Square,-37.80277269447901, 144.96252551076734
1119172,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 36m East of Ievers Reserve, 42 Flemington Road, Parkville, 3052",-37.79689939551807, 144.9525045059417
1119173,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78960296069949, 144.96188973234072
1119174,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.787273514472865, 144.96274463618357
1119178,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,Argyle Square,-37.80301319512573, 144.96569339234793
1119179,Seat - Straight Seat - Wooden Battens - Type 2 - Reserve (1-19 Frearson Walk),Outdoor Furniture,Seat,"Approximately 12m SE of 168 Newman Street, Kensington, 3031",-37.79465859086184, 144.92354617294458
1119180,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 9m SE of The Vintage Sports Car Club Of Victoria Inc, 110A Gatehouse Street, Parkville, 3052",-37.794655074891374, 144.9545356809092
1119182,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Curzon Street Reserve,Outdoor Furniture,Seat,"Hawke & Curzon Street Reserve approximately 6m South of 4 Miller Street, West Melbourne, 3003",-37.80586508821865, 144.9478855882189
1119184,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78153162973553, 144.96179559110078
1119185,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.781523362134855, 144.96275015996503
1119186,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,"Argyle Square approximately 61m North of Clinica Lase, Ground, 23-25 Argyle Place South, Carlton, 3053",-37.80304682815308, 144.96568406471647
1119187,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,"Argyle Square approximately 37m NW of Parco Canteen, 2 Argyle Place South, Carlton, 3053",-37.80315315007299, 144.96599609831344
1119188,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,Argyle Square,-37.802939648081676, 144.96559364510875
1119189,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Curzon Street Reserve,Outdoor Furniture,Seat,Hawke & Curzon Street Reserve,-37.80598751678625, 144.94766605287103
1119190,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 62m East of Nock Lofty, 551-559 Royal Parade, Parkville, 3052",-37.77901855632831, 144.96043957514877
1075240,Drinking Fountain - Old Style Steel Drinking Fountain,Outdoor Furniture,Drinking Fountain,"Yarra Park approximately 74m SW of Metro Trains Melbourne Pty Ltd, Jolimont Station, 175 Wellington Parade, East Melbourne, 3002",-37.816927072109706, 144.9837045105586
1119191,Seat - Straight Seat - Wooden Battens - Type 2 - Pleasance Gardens,Outdoor Furniture,Seat,Pleasance Gardens,-37.79629210198768, 144.94545752495486
1119192,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.78518162396721, 144.95474332321422
1119193,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 84m SE of 134A Kensington Road, Kensington, 3031",-37.7984332927384, 144.92163334775154
1119194,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 73m SE of 132B Kensington Road, Kensington, 3031",-37.79825221011191, 144.92173336756
1119195,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.782824993851044, 144.9432932223239
1119196,Seat - Straight Seat - Wooden Battens - Type 2 - Reserve (1-19 Frearson Walk),Outdoor Furniture,Seat,"Approximately 10m NW of 9 Cairncross Lane, Kensington, 3031",-37.79514130512752, 144.9243002404245
1119197,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 54m NW of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.79263663751038, 144.9468823522997
1119198,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 100m East of Nock Lofty, 551-559 Royal Parade, Parkville, 3052",-37.77897070089623, 144.96086621358967
1119199,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 59m West of Princes Park Carlton Bowls Club Inc, Princes Park Carlton Bowls Club, Princes Park, 109 Bowen Crescent, Carlton North, 3054",-37.77892908845909, 144.96151306215828
1119200,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.77988480008799, 144.96137825960983
1119201,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.7818491902874, 144.96142499928558
1119202,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.788914702178474, 144.96112794759202
1119203,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 40m North of 80 Manningham Street, Parkville, 3052",-37.785229790862, 144.94205539898908
1119206,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 30m NW of 129 Ormond Street, Kensington, 3031",-37.798902054175734, 144.92629374698643
1119207,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 95m NW of 127 Ormond Street, Kensington, 3031",-37.79840150765244, 144.9259233123547
1119208,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 48m SW of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79763181002342, 144.9255750628536
1119210,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,Argyle Square,-37.80291115637681, 144.9662136508171
1119211,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78153894328481, 144.96117157650698
1119212,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 53m SE of 90 Gatehouse Street, Parkville, 3052",-37.79509089573405, 144.95409018155735
1119213,Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Outdoor Furniture,Seat,"Clayton Reserve approximately 25m NE of Core Auto Electrical Services Pty Ltd, 13 Boundary Road, North Melbourne, 3051",-37.795744986619944, 144.93893798406367
1119214,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 24m SE of 138A Kensington Road, Kensington, 3031",-37.79811651403208, 144.92101975410014
1119216,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 96m North of City of Melbourne, Ross Straw Field Pavilion, Royal Park, Oak Street, Parkville, 3052",-37.7827323063017, 144.94394607002462
1119218,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.77899725989795, 144.96094280488487
1119219,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78208134571686, 144.96275380051128
1119220,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78081519951476, 144.96144716419093
1119221,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 75m East of 303 Royal Parade, Parkville, 3052",-37.786267334841895, 144.95966719602873
1119225,Seat - Straight Seat - Wooden Battens - Type 2 - Canning Street Reserve,Outdoor Furniture,Seat,"Canning & Neill Street Reserve approximately 26m East of 217-219 Canning Street, Carlton, 3053",-37.79315797743846, 144.97378957162195
1119226,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,"Argyle Square approximately 41m North of Nutrition Biomed, 29 Argyle Place South, Carlton, 3053",-37.80319714222874, 144.96540746689658
1119228,Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Outdoor Furniture,Seat,Argyle Square,-37.803035209470984, 144.96587746539575
1119229,Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Outdoor Furniture,Seat,Lincoln Square,-37.8019685719816, 144.96269207814154
1119230,Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Outdoor Furniture,Seat,"Clayton Reserve approximately 22m East of Paws 4 Coffee, 11 Boundary Road, North Melbourne, 3051",-37.79595149650828, 144.93889454033595
1119233,Seat - Straight Seat - Wooden Battens - Type 2 - Bedford Street Reserve,Outdoor Furniture,Seat,Bedford Street Reserve,-37.80274957696466, 144.9554566588563
1119234,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.78645264628093, 144.95304190540477
1119235,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.786577954466445, 144.95299779595388
1119236,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,Princes Park,-37.78459641191528, 144.9633404822103
1119237,Seat - Straight Seat - Wooden Battens - Type 2 - Bayswater Road Park,Outdoor Furniture,Seat,"Bayswater Road Park approximately 19m North of Unit 2, 57 Bayswater Road, Kensington, 3031",-37.79383573180813, 144.92347983911353
1119238,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Upfield Railway,-37.78341286961382, 144.94604270536314
1119239,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 100m SE of Carlton Cricket Club Inc, Northern Sports Pavilion, Princes Park, 360 Royal Parade, Carlton North, 3054",-37.785843720008494, 144.96046496161276
1119240,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 69m East of Winterville, 323 Flemington Road, North Melbourne, 3051",-37.79123432708432, 144.94495569065685
1119243,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 30m NW of 21 Altona Street, Kensington, 3031",-37.79866554756251, 144.92687502653862
1119244,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,"J J Holland Park approximately 64m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79785188947779, 144.92617956584465
1119245,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 91m NW of Sage And Grace - The Communitas Cafe, Ground, 29 College Crescent, Parkville, 3052",-37.79128568137196, 144.96141298862688
1119247,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,"Royal Park approximately 31m NW of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.79278560264363, 144.94708400186616
1119249,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 64m West of Princes Park Carlton Bowls Club Inc, Princes Park Carlton Bowls Club, Princes Park, 109 Bowen Crescent, Carlton North, 3054",-37.77898147888105, 144.96147324613244
1119250,Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Outdoor Furniture,Seat,"Princes Park approximately 85m North of Southern Sports Pavilion, Southern Sports Pavilion, Princes Park, 240 Royal Parade, Carlton North, 3054",-37.787474328101666, 144.9595293006548
1119256,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 41m North of Ievers Reserve, 42 Flemington Road, Parkville, 3052",-37.79655860678466, 144.95208678872663
1119257,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 51m NW of 35 Park Drive, Parkville, 3052",-37.796423531605576, 144.95292194452085
1119258,Seat - Straight Seat - Wooden Battens - Type 2 - Ievers Reserve,Outdoor Furniture,Seat,"Ievers Reserve approximately 64m NW of 33 Park Drive, Parkville, 3052",-37.79639341803422, 144.95276559889345
